City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
171,Kantang,TH,7.4054,99.5156,75.47,91,37,2.04,scattered clouds
172,Padang,ID,-0.9492,100.3543,77.23,77,85,3.71,overcast clouds
173,Noumea,NC,-22.2763,166.4572,80.01,99,68,12.39,broken clouds
174,Jumla,NP,29.2747,82.1838,46.81,63,2,4.99,clear sky
175,Butaritari,KI,3.0707,172.7902,80.35,80,95,13.31,light rain
176,Ayagoz,KZ,47.9714,80.4392,34.86,54,70,15.3,broken clouds
177,Chokwe,MZ,-24.5333,32.9833,70.9,73,100,7.31,overcast clouds
178,Sencur,SI,46.2456,14.4197,34.32,92,75,1.14,broken clouds
179,Avarua,CK,-21.2078,-159.775,86.05,74,20,8.05,few clouds
180,Saint George,US,37.1041,-113.5841,85.95,8,0,23.02,clear sky
181,Tasiilaq,GL,65.6145,-37.6368,21.36,92,88,2.48,light snow
182,Williston,US,48.147,-103.618,57.94,31,56,10.0,broken clouds
183,Sioux Lookout,CA,50.1001,-91.917,37.17,90,47,4.5,scattered clouds
184,Qaqortoq,GL,60.7167,-46.0333,27.16,74,3,2.68,clear sky
185,Prince Rupert,CA,54.3161,-130.3201,40.24,68,100,6.11,light rain
186,Grindavik,IS,63.8424,-22.4338,37.87,87,75,18.41,broken clouds
187,Vyazemskiy,RU,47.5378,134.7525,35.31,73,96,6.8,overcast clouds
188,Tiassale,CI,5.8983,-4.8283,80.29,83,85,4.63,overcast clouds
189,Nizza Monferrato,IT,44.7738,8.3539,47.68,64,36,5.14,scattered clouds
190,Bawku,GH,11.0616,-0.2417,95.95,27,83,7.23,broken clouds
191,Hofn,IS,64.2539,-15.2082,31.82,55,11,4.41,few clouds
192,Okhotsk,RU,59.3833,143.3,19.62,95,83,2.53,broken clouds
193,Vostok,RU,46.4856,135.8833,30.74,79,71,3.89,broken clouds
194,Torbay,CA,47.6666,-52.7314,33.76,95,100,24.16,mist
195,Klaksvik,FO,62.2266,-6.589,29.32,75,100,13.89,light snow
196,Tessalit,ML,20.1986,1.0114,81.61,6,2,10.22,clear sky
197,Santa Rosa,PH,14.3122,121.1114,78.12,86,60,3.96,broken clouds
198,Bien Hoa,VN,10.95,106.8167,78.78,79,40,4.68,scattered clouds
199,Severo-Kurilsk,RU,50.6789,156.125,30.31,72,100,5.37,overcast clouds
200,Fairbanks,US,64.8378,-147.7164,18.61,42,0,5.75,clear sky
201,Rehoboth,NA,-23.3167,17.0833,61.88,19,0,5.82,clear sky
202,Mananara,MG,-16.1667,49.7667,72.05,88,56,5.84,broken clouds
203,Saskylakh,RU,71.9167,114.0833,-16.89,98,27,1.07,scattered clouds
204,Bilma,NE,18.6853,12.9164,85.6,7,0,4.0,clear sky
205,Acarau,BR,-2.8856,-40.12,77.65,82,99,9.62,overcast clouds
206,Cayenne,GF,4.9333,-52.3333,82.09,1,40,10.36,scattered clouds
207,Prattville,US,32.464,-86.4597,64.09,27,0,16.11,clear sky
208,Arlit,NE,18.7369,7.3853,90.28,5,0,6.35,clear sky
209,Saint Anthony,US,45.0205,-93.218,57.34,21,0,6.91,clear sky
210,Marsta,SE,59.6216,17.8548,34.38,92,0,10.36,clear sky
211,Deleni,RO,47.4667,26.8833,44.67,82,100,12.8,overcast clouds
212,East London,ZA,-33.0153,27.9116,64.44,93,100,12.35,moderate rain
213,Ugoofaaru,MV,5.6667,73.0,83.93,73,100,10.49,overcast clouds
214,Yar-Sale,RU,66.8333,70.8333,8.56,95,100,7.0,overcast clouds
215,Imbituba,BR,-28.24,-48.6703,70.43,92,33,4.0,scattered clouds
216,Upernavik,GL,72.7868,-56.1549,-1.16,97,63,5.35,broken clouds
217,Airai,TL,-8.9266,125.4092,58.24,65,98,2.48,overcast clouds
218,Port Hedland,AU,-20.3167,118.5667,75.25,83,6,3.44,clear sky
219,Fort Wellington,GY,6.4,-57.6,77.83,84,86,10.89,overcast clouds
220,Isangel,VU,-19.55,169.2667,83.44,75,26,10.96,scattered clouds
221,Ojinaga,MX,29.5667,-104.4167,92.57,16,0,4.61,clear sky
222,Cherskiy,RU,68.75,161.3,-9.31,95,79,1.57,broken clouds
223,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,94,100,3.44,moderate rain
224,Nizhniy Kuranakh,RU,58.8353,125.4869,6.93,93,20,0.6,few clouds
225,Sinnamary,GF,5.3833,-52.95,77.7,88,60,12.55,broken clouds
226,Inta,RU,66.0317,60.1659,30.78,83,100,6.69,overcast clouds
227,Peniche,PT,39.3558,-9.3811,59.07,94,69,7.85,broken clouds
228,Takoradi,GH,4.8845,-1.7554,80.91,84,90,3.38,light rain
229,Hutchinson,US,38.0608,-97.9298,79.03,15,0,19.57,clear sky
230,Tautira,PF,-17.7333,-149.15,81.55,78,89,21.56,overcast clouds
231,Dickinson,US,29.4608,-95.0513,83.12,60,20,19.57,few clouds
232,Kangaatsiaq,GL,68.3065,-53.4641,7.74,93,90,7.52,overcast clouds
233,San Nicolas Guadalupe,MX,19.6125,-100.0333,65.88,35,75,2.13,broken clouds
234,Hobyo,SO,5.3505,48.5268,81.64,77,18,12.17,few clouds
235,Richards Bay,ZA,-28.783,32.0377,67.39,84,100,2.17,light rain
236,Beringovskiy,RU,63.05,179.3167,34.16,84,98,24.45,overcast clouds
237,Gillette,US,44.2911,-105.5022,45.1,36,100,19.57,overcast clouds
238,Dali,CN,25.7,100.1833,52.12,87,8,3.51,clear sky
239,Tiznit,MA,29.5833,-9.5,70.02,36,0,1.68,clear sky
240,Ostrovnoy,RU,68.0531,39.5131,32.02,86,61,17.65,broken clouds
241,Yulara,AU,-25.2406,130.9889,57.04,38,0,5.75,clear sky
242,Hami,CN,42.8,93.45,58.12,15,99,13.8,overcast clouds
243,College,US,64.8569,-147.8028,18.28,42,20,5.75,few clouds
244,Nara,JP,34.6851,135.8049,57.49,68,0,1.52,clear sky
245,Coahuayana,MX,18.7333,-103.6833,88.45,44,29,8.28,scattered clouds
246,Suleja,NG,9.1758,7.1808,79.79,60,95,7.94,overcast clouds
247,Fortuna,US,40.5982,-124.1573,58.86,61,0,28.77,clear sky
248,Hovd,MN,48.0056,91.6419,28.33,58,52,8.32,broken clouds
249,Mwinilunga,ZM,-11.7358,24.4293,62.6,98,100,1.39,moderate rain
250,Kropotkin,RU,45.4375,40.5756,48.92,79,30,5.64,scattered clouds
251,Tuatapere,NZ,-46.1333,167.6833,54.93,68,73,3.0,broken clouds
252,Chuy,UY,-33.6971,-53.4616,67.68,81,33,10.42,scattered clouds
253,San Patricio,US,28.017,-97.5169,86.16,32,1,22.46,clear sky
254,Esso,RU,55.9333,158.7,17.29,85,95,2.71,overcast clouds
255,Maceio,BR,-9.6658,-35.7353,78.24,83,40,4.61,scattered clouds
256,Hameenlinna,FI,60.996,24.4643,31.26,93,100,12.59,light snow
257,Ostrovskoye,RU,57.8057,42.2433,38.95,99,100,6.13,overcast clouds
258,Phalombe,MW,-15.8064,35.6507,63.7,97,32,2.68,scattered clouds
259,Tocopilla,CL,-22.092,-70.1979,68.16,70,20,10.51,few clouds
260,Port Jervis,US,41.3751,-74.6927,53.38,71,76,7.34,broken clouds
261,Raudeberg,NO,61.9875,5.1352,37.96,86,100,33.17,overcast clouds
262,Chapais,CA,49.7834,-74.8492,37.18,99,98,4.5,overcast clouds
263,Pong,TH,19.1493,100.2752,75.85,60,15,2.75,few clouds
264,Lethem,GY,3.3803,-59.7968,83.16,64,82,5.79,broken clouds
265,Cassilandia,BR,-19.1133,-51.7342,73.65,87,78,5.5,broken clouds
266,Bom Jesus,BR,-9.0744,-44.3586,82.45,35,100,0.69,overcast clouds
267,Kolyvan,RU,55.3053,82.7391,26.22,94,100,2.64,overcast clouds
268,Viedma,AR,-40.8135,-62.9967,62.02,89,100,15.84,overcast clouds
269,Saint-Pierre,RE,-21.3393,55.4781,76.91,83,100,13.8,overcast clouds
270,Teseney,ER,15.11,36.6575,86.81,26,0,9.62,clear sky
271,Walvis Bay,NA,-22.9575,14.5053,54.55,94,0,2.3,clear sky
272,Bumba,CD,2.1833,22.4667,75.31,72,46,2.91,scattered clouds
273,Mega,ET,4.05,38.3,61.48,67,22,6.51,few clouds
274,Esperance,AU,-33.8667,121.9,55.89,70,42,9.69,scattered clouds
275,Smithers,CA,54.7804,-127.1743,39.16,42,73,6.87,broken clouds
276,Buchanan,LR,5.8808,-10.0467,80.91,85,96,4.07,light rain
277,Jalu,LY,29.0331,21.5482,73.81,19,100,8.19,overcast clouds
278,Usinsk,RU,65.9939,57.5281,34.72,96,100,17.98,overcast clouds
279,Lehututu,BW,-23.9667,21.8667,60.48,90,79,23.69,light rain
280,Boden,SE,65.8252,21.6886,26.6,95,100,6.76,overcast clouds
281,Huarmey,PE,-10.0681,-78.1522,72.37,76,68,9.82,broken clouds
282,Vardo,NO,70.3705,31.1107,37.13,81,100,24.34,overcast clouds
283,Malakal,SS,9.5334,31.6605,89.06,35,26,2.01,scattered clouds
284,Montrose,US,38.4166,-108.2673,60.37,19,83,23.69,broken clouds
285,Nome,US,64.5011,-165.4064,30.16,93,100,6.91,snow
286,Yagodnoye,RU,62.55,149.6667,-4.52,84,100,4.03,overcast clouds
287,Shimoda,JP,34.6667,138.95,62.28,70,0,2.53,clear sky
288,Belaya Gora,RU,68.5333,146.4167,-8.48,89,98,4.0,overcast clouds
289,Talnakh,RU,69.4865,88.3972,-5.8,99,100,2.95,overcast clouds
290,Roebourne,AU,-20.7833,117.1333,80.06,44,18,11.95,few clouds
291,Labuhan,ID,-6.8844,112.2051,76.35,89,98,7.87,overcast clouds
292,Ergani,TR,38.2653,39.7621,50.68,58,0,2.66,clear sky
293,Saldanha,ZA,-33.0117,17.9442,64.42,52,0,11.21,clear sky
294,Kavieng,PG,-2.5744,150.7967,81.77,75,89,4.56,overcast clouds
295,Chunskiy,RU,56.0815,99.6342,29.52,89,82,7.85,broken clouds
296,Saint-Francois,FR,46.4154,3.9054,35.67,98,0,2.3,clear sky
297,Clyde River,CA,70.4692,-68.5914,3.43,85,100,2.3,light snow
298,Polis,CY,35.0367,32.4264,60.62,84,91,4.72,overcast clouds
299,Lavrentiya,RU,65.5833,-171.0,19.18,91,96,5.53,overcast clouds
300,Tshane,BW,-24.0196,21.8684,60.62,90,76,24.34,light rain
301,Crib Point,AU,-38.35,145.2,69.58,78,15,14.05,few clouds
