City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
162,Kruisfontein,ZA,-34.0033,24.7314,64.83,79,63,2.42,broken clouds
163,Seoul,KR,37.5683,126.9778,56.8,94,100,6.91,light rain
164,Codrington,AU,-38.2667,141.9667,53.49,87,76,2.98,broken clouds
165,Kumbo,CM,6.2,10.6667,60.96,94,100,3.6,moderate rain
166,Kahului,US,20.8947,-156.47,82.98,86,10,8.99,clear sky
167,Marsh Harbour,BS,26.5412,-77.0636,75.0,61,1,17.69,clear sky
168,Chivay,PE,-15.6383,-71.6011,58.35,26,0,12.84,clear sky
169,Maningrida,AU,-12.0667,134.2667,75.78,96,82,5.99,broken clouds
170,El Colorado,AR,-26.3081,-59.3729,73.47,76,89,4.45,overcast clouds
171,Hobyo,SO,5.3505,48.5268,82.63,72,6,12.48,clear sky
172,Carutapera,BR,-1.195,-46.02,77.29,91,100,5.99,moderate rain
173,Axim,GH,4.8699,-2.2405,81.43,80,100,9.86,overcast clouds
174,Benguela,AO,-12.5763,13.4055,76.14,87,27,4.72,light rain
175,Pisco,PE,-13.7,-76.2167,71.02,74,0,6.62,clear sky
176,Kot Addu,PK,30.4692,70.9671,81.81,22,58,9.06,broken clouds
177,Preobrazheniye,RU,42.9019,133.9064,37.45,73,100,4.45,overcast clouds
178,Santa Maria Del Oro,MX,25.9333,-105.3667,83.3,8,0,21.74,clear sky
179,Khorixas,NA,-20.3667,14.9667,72.79,53,100,3.85,overcast clouds
180,Kizhinga,RU,51.8462,109.9097,17.92,77,80,1.3,broken clouds
181,Saint George,US,37.1041,-113.5841,55.8,10,0,14.97,clear sky
182,Constitucion,CL,-35.3333,-72.4167,61.59,54,49,16.49,scattered clouds
183,Kaitangata,NZ,-46.2817,169.8464,49.08,76,98,5.64,overcast clouds
184,Kaohsiung,TW,22.6163,120.3133,77.04,76,40,2.3,scattered clouds
185,Martil,MA,35.6166,-5.2752,56.64,84,5,9.95,clear sky
186,Nishihara,JP,26.1842,127.7558,72.68,88,25,6.91,scattered clouds
187,Sundsvall,SE,62.3913,17.3063,31.96,86,0,5.75,clear sky
188,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,73.74,77,76,4.7,broken clouds
189,Ranong,TH,9.9658,98.6348,79.03,86,53,3.02,broken clouds
190,Mayumba,GA,-3.432,10.6554,77.92,89,48,4.41,scattered clouds
191,Nikolskoye,RU,59.7035,30.7861,36.81,94,93,2.8,overcast clouds
192,Dunedin,NZ,-45.8742,170.5036,50.65,73,10,5.39,clear sky
193,Port Arthur,CN,38.8,121.2667,50.92,44,100,12.48,overcast clouds
194,Pevek,RU,69.7008,170.3133,-6.65,78,100,2.35,overcast clouds
195,Denpasar,ID,-8.65,115.2167,76.71,88,40,10.36,scattered clouds
196,Kavaratti,IN,10.5669,72.642,83.44,73,100,5.84,overcast clouds
197,Gavrilovka Vtoraya,RU,52.877,42.7663,50.83,89,92,8.52,overcast clouds
198,Dwarka,IN,22.2394,68.9678,79.57,82,0,12.62,clear sky
199,Vila,PT,42.0304,-8.1588,45.48,98,26,3.24,scattered clouds
200,Zhenhai,CN,24.2582,118.0905,68.36,83,0,3.85,clear sky
201,Saldanha,ZA,-33.0117,17.9442,62.71,86,71,9.82,broken clouds
202,Narsaq,GL,60.9167,-46.05,43.02,52,100,9.13,overcast clouds
203,Taoudenni,ML,22.6783,-3.9836,87.82,6,68,3.44,broken clouds
204,Conneaut,US,41.9476,-80.5542,68.86,57,39,6.02,scattered clouds
205,Cidreira,BR,-30.1811,-50.2056,70.59,92,69,7.7,broken clouds
206,Pemangkat,ID,1.1667,108.9667,76.91,89,65,3.85,broken clouds
207,East London,ZA,-33.0153,27.9116,67.05,89,100,0.92,light rain
208,Alice Springs,AU,-23.7,133.8833,69.22,32,5,0.0,clear sky
209,Dingle,PH,10.9995,122.6711,71.89,94,100,1.36,overcast clouds
210,Sao Filipe,CV,14.8961,-24.4956,70.79,76,100,11.77,overcast clouds
211,Kota Kinabalu,MY,5.9749,116.0724,75.18,88,20,5.01,few clouds
212,Erenhot,CN,43.6475,111.9767,38.08,47,89,15.46,overcast clouds
213,Nemuro,JP,43.3236,145.575,36.01,96,100,11.97,overcast clouds
214,Cap Malheureux,MU,-19.9842,57.6142,77.47,84,4,5.99,clear sky
215,Belmonte,BR,-15.8631,-38.8828,79.92,73,49,5.14,scattered clouds
216,Meulaboh,ID,4.1363,96.1285,76.73,89,83,3.09,broken clouds
217,Walvis Bay,NA,-22.9575,14.5053,59.09,82,100,4.99,overcast clouds
218,Mnogovershinnyy,RU,53.9353,139.9242,16.93,95,100,2.77,overcast clouds
219,Faanui,PF,-16.4833,-151.75,81.5,74,8,16.46,light rain
220,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,90,100,14.97,overcast clouds
221,Kargasok,RU,59.0556,80.8572,31.82,99,100,3.67,overcast clouds
222,Hami,CN,42.8,93.45,49.32,13,100,1.3,overcast clouds
223,Tevriz,RU,57.509,72.4042,25.3,93,26,4.14,scattered clouds
224,Makakilo City,US,21.3469,-158.0858,79.68,67,4,14.81,clear sky
225,Laem Sing,TH,12.4816,102.0738,85.14,82,47,7.34,scattered clouds
226,Lavrentiya,RU,65.5833,-171.0,19.17,85,100,10.27,overcast clouds
227,Cayenne,GF,4.9333,-52.3333,81.09,1,75,9.22,broken clouds
228,Jumla,NP,29.2747,82.1838,51.42,75,100,2.59,overcast clouds
229,Araouane,ML,18.9048,-3.5265,88.2,6,75,9.95,broken clouds
230,Korgen,NO,66.0771,13.8153,34.12,93,99,5.93,overcast clouds
231,Namibe,AO,-15.1961,12.1522,75.2,76,0,4.09,clear sky
232,Flin Flon,CA,54.7682,-101.865,26.26,71,100,11.68,overcast clouds
233,Segou,ML,13.4317,-6.2157,96.6,22,43,3.56,scattered clouds
234,Nurobod,UZ,40.9056,69.8023,62.8,47,5,5.23,clear sky
235,Stromness,GB,58.965,-3.296,44.56,87,100,11.99,overcast clouds
236,Gladstone,AU,-23.85,151.25,73.33,78,0,5.75,clear sky
237,Tshikapa,CD,-6.4167,20.8,75.52,74,39,1.23,scattered clouds
238,Sakakah,SA,29.9697,40.2064,67.73,23,0,9.19,clear sky
239,Paramonga,PE,-10.6667,-77.8333,70.34,78,15,12.59,few clouds
240,Alofi,NU,-19.0595,-169.9187,81.41,72,60,2.51,broken clouds
241,Okha,RU,53.5739,142.9478,23.63,86,100,8.84,overcast clouds
242,Hualmay,PE,-11.0964,-77.6139,71.06,75,14,11.97,few clouds
243,Georgetown,MY,5.4112,100.3354,80.53,78,40,3.44,scattered clouds
244,Charters Towers,AU,-20.1,146.2667,67.75,88,27,6.26,scattered clouds
245,Badarpur,IN,24.9,92.6,73.11,95,78,0.47,broken clouds
246,Forestville,US,38.8451,-76.875,80.13,43,0,1.01,clear sky
247,Hope,US,33.6671,-93.5916,73.98,85,100,14.18,moderate rain
248,Broome,US,42.2506,-75.833,65.17,37,0,8.05,clear sky
249,Arlit,NE,18.7369,7.3853,89.69,7,0,8.05,clear sky
250,Fort-Shevchenko,KZ,44.5086,50.263,49.8,93,69,21.74,broken clouds
251,Jinka,ET,5.65,36.65,66.49,66,69,2.3,broken clouds
252,Wamba,NG,8.9333,8.6,75.63,80,100,1.21,overcast clouds
253,Coos Bay,US,43.3665,-124.2179,48.24,85,75,10.36,broken clouds
254,Alyangula,AU,-13.8483,136.4192,82.24,79,100,7.18,overcast clouds
255,Betare Oya,CM,5.6,14.0833,77.47,60,91,1.48,overcast clouds
256,Kirovskiy,RU,45.0917,133.5136,34.54,79,86,1.32,overcast clouds
257,Iqaluit,CA,63.7506,-68.5145,16.7,78,13,15.01,few clouds
258,Punta Alta,AR,-38.8759,-62.0736,56.17,82,75,11.5,broken clouds
259,Kirya,TZ,-3.9167,37.4833,71.51,84,76,9.08,broken clouds
260,Souillac,MU,-20.5167,57.5167,76.71,83,68,17.31,light rain
261,Ukiah,US,39.1502,-123.2078,54.84,54,75,12.66,broken clouds
262,Dicabisagan,PH,17.0818,122.4157,75.04,87,100,4.79,overcast clouds
263,Le Port,RE,-20.9373,55.2919,77.0,71,36,4.83,scattered clouds
264,Duiwelskloof,ZA,-23.6934,30.14,68.02,55,90,3.47,overcast clouds
265,Tautira,PF,-17.7333,-149.15,81.52,71,36,17.18,scattered clouds
266,Meadow Lake,US,34.8014,-106.5436,70.48,18,100,34.2,overcast clouds
267,Bonavista,CA,48.6499,-53.1147,32.81,96,100,30.22,light snow
268,Srednekolymsk,RU,67.45,153.6833,-2.97,98,83,1.16,broken clouds
269,Bredasdorp,ZA,-34.5322,20.0403,65.66,80,95,1.86,overcast clouds
270,Mabaruma,GY,8.2,-59.7833,81.88,67,60,6.87,broken clouds
271,Phan Thiet,VN,10.9333,108.1,75.83,90,29,2.51,scattered clouds
272,Omboue,GA,-1.5746,9.2618,78.31,90,67,4.88,broken clouds
273,Morant Bay,JM,17.8815,-76.4093,82.02,70,47,11.54,scattered clouds
274,Vitim,RU,59.4511,112.5578,13.95,98,87,1.14,overcast clouds
275,Kutum,SD,14.2,24.6667,78.17,10,0,9.19,clear sky
276,Padang,ID,-0.9492,100.3543,76.69,88,48,3.04,scattered clouds
277,Davila,PH,18.4726,120.5763,78.3,81,99,6.96,overcast clouds
278,Tiksi,RU,71.6872,128.8694,-13.56,100,99,4.0,overcast clouds
279,Kodiak,US,57.79,-152.4072,44.11,65,0,12.66,clear sky
280,Illela,NG,13.7292,5.2975,91.92,14,4,4.76,clear sky
281,Nyirvasvari,HU,47.8167,22.1868,42.85,57,73,6.24,broken clouds
282,Bathsheba,BB,13.2167,-59.5167,83.01,61,20,20.71,few clouds
283,Tete,MZ,-16.1564,33.5867,72.41,91,2,1.99,clear sky
284,Maragogi,BR,-9.0122,-35.2225,78.64,80,89,6.98,overcast clouds
285,Lompoc,US,34.6391,-120.4579,70.57,51,0,21.99,clear sky
286,Surt,LY,31.2089,16.5887,61.5,65,100,19.73,overcast clouds
287,Marrakesh,MA,31.6315,-8.0083,62.67,59,40,11.5,scattered clouds
288,Halifax,CA,44.6453,-63.5724,45.34,92,100,10.0,light intensity shower rain
289,Mae Chan,TH,20.1467,99.8526,72.79,51,2,1.54,clear sky
290,Westport,US,41.1415,-73.3579,72.63,47,0,11.5,clear sky
291,Blythe,US,33.6103,-114.5964,72.05,6,0,23.02,clear sky
292,Jacareacanga,BR,-6.2222,-57.7528,79.38,94,99,1.3,overcast clouds
293,Vila Velha,BR,-20.3297,-40.2925,79.95,83,45,3.0,scattered clouds
294,Hofn,IS,64.2539,-15.2082,36.5,80,81,18.03,broken clouds
295,Fort Nelson,CA,58.8053,-122.7002,17.55,67,100,4.52,overcast clouds
296,Fuyang,CN,32.9,115.8167,50.81,61,100,8.66,light rain
297,Honiara,SB,-9.4333,159.95,79.81,82,43,4.52,scattered clouds
298,Perth,AU,-31.9333,115.8333,57.38,86,0,6.91,clear sky
299,Old Saybrook,US,41.2918,-72.3762,72.05,51,0,9.22,clear sky
300,Kedougou,SN,12.5579,-12.1743,94.84,15,77,1.9,broken clouds
301,Bilibino,RU,68.0546,166.4372,6.03,62,100,3.24,overcast clouds
302,Avera,US,33.194,-82.5271,83.55,46,27,9.48,scattered clouds
303,Suez,EG,29.9737,32.5263,58.55,64,0,10.54,clear sky
304,Nisia Floresta,BR,-6.0911,-35.2086,81.41,79,98,7.99,overcast clouds
305,Kupang,ID,-10.1667,123.5833,76.77,85,71,3.09,broken clouds
306,Beaverlodge,CA,55.2166,-119.4361,15.15,55,100,10.42,overcast clouds
307,Berbera,SO,10.4396,45.0143,83.89,66,5,1.61,clear sky
308,Qaanaaq,GL,77.484,-69.3632,1.63,93,97,4.7,overcast clouds
309,Mitchell,US,43.7094,-98.0298,64.38,63,75,18.41,broken clouds
310,Bengbu,CN,32.9408,117.3608,50.72,75,100,8.3,overcast clouds
311,Sovetskiy,RU,61.3614,63.5842,35.29,98,100,6.98,overcast clouds
312,Luderitz,NA,-26.6481,15.1594,60.48,87,6,1.74,clear sky
313,Hovd,MN,48.0056,91.6419,31.86,32,0,1.19,clear sky
